# t_s, edges, edges_per_s, motor_rpm, rotor_rpm
20.589,0,0.0,0,0
20.640,0,0.0,0,0
20.690,0,0.0,0,0
20.740,0,0.0,0,0
20.790,0,0.0,0,0
20.840,0,0.0,0,0
20.890,0,0.0,0,0
20.940,0,0.0,0,0
20.990,0,0.0,0,0
21.040,0,0.0,0,0
21.090,0,0.0,0,0
21.141,0,0.0,0,0
21.191,0,0.0,0,0
21.241,0,0.0,0,0
21.291,0,0.0,0,0
21.341,0,0.0,0,0
21.391,0,0.0,0,0
21.441,0,0.0,0,0
21.491,0,0.0,0,0
21.541,0,0.0,0,0
21.591,0,0.0,0,0
21.642,0,0.0,0,0
21.692,0,0.0,0,0
21.742,0,0.0,0,0
21.792,0,0.0,0,0
21.842,0,0.0,0,0
21.892,0,0.0,0,0
21.942,0,0.0,0,0
21.992,0,0.0,0,0
22.043,0,0.0,0,0
22.093,0,0.0,0,0
22.143,0,0.0,0,0
22.193,0,0.0,0,0
22.243,0,0.0,0,0
22.293,0,0.0,0,0
22.343,0,0.0,0,0
22.393,0,0.0,0,0
22.444,0,0.0,0,0
22.494,0,0.0,0,0
22.544,0,0.0,0,0
22.594,0,0.0,0,0
22.644,0,0.0,0,0
22.694,0,0.0,0,0
22.744,0,0.0,0,0
22.794,0,0.0,0,0
22.844,0,0.0,0,0
22.894,0,0.0,0,0
22.944,0,0.0,0,0
22.994,0,0.0,0,0
23.044,0,0.0,0,0
23.095,0,0.0,0,0
23.145,0,0.0,0,0
23.195,0,0.0,0,0
23.245,0,0.0,0,0
23.295,0,0.0,0,0
23.345,0,0.0,0,0
23.395,0,0.0,0,0
23.445,0,0.0,0,0
23.495,0,0.0,0,0
23.545,0,0.0,0,0
23.595,0,0.0,0,0
23.646,0,0.0,0,0
23.696,0,0.0,0,0
23.746,0,0.0,0,0
23.796,0,0.0,0,0
23.846,0,0.0,0,0
23.896,0,0.0,0,0
23.946,0,0.0,0,0
23.997,0,0.0,0,0
24.047,0,0.0,0,0
24.097,0,0.0,0,0
24.147,0,0.0,0,0
24.197,0,0.0,0,0
24.247,0,0.0,0,0
24.297,0,0.0,0,0
24.347,0,0.0,0,0
24.397,0,0.0,0,0
24.447,0,0.0,0,0
24.497,0,0.0,0,0
24.548,0,0.0,0,0
24.598,0,0.0,0,0
24.648,0,0.0,0,0
24.698,0,0.0,0,0
24.748,0,0.0,0,0
24.798,0,0.0,0,0
24.848,0,0.0,0,0
24.898,0,0.0,0,0
24.948,0,0.0,0,0
24.998,0,0.0,0,0
25.048,0,0.0,0,0
25.098,0,0.0,0,0
25.149,0,0.0,0,0
25.199,0,0.0,0,0
25.249,0,0.0,0,0
25.299,0,0.0,0,0
25.349,0,0.0,0,0
25.399,0,0.0,0,0
25.449,0,0.0,0,0
25.499,0,0.0,0,0
25.549,0,0.0,0,0
25.600,0,0.0,0,0
25.650,0,0.0,0,0
25.700,0,0.0,0,0
25.750,0,0.0,0,0
25.800,0,0.0,0,0
25.850,0,0.0,0,0
25.900,0,0.0,0,0
25.950,0,0.0,0,0
26.000,0,0.0,0,0
26.051,0,0.0,0,0
26.101,0,0.0,0,0
26.151,0,0.0,0,0
26.201,0,0.0,0,0
26.251,0,0.0,0,0
26.301,0,0.0,0,0
26.351,0,0.0,0,0
26.401,0,0.0,0,0
26.451,0,0.0,0,0
26.501,0,0.0,0,0
26.551,0,0.0,0,0
26.601,0,0.0,0,0
26.652,0,0.0,0,0
26.702,0,0.0,0,0
26.752,0,0.0,0,0
26.802,0,0.0,0,0
26.852,0,0.0,0,0
26.902,0,0.0,0,0
26.952,0,0.0,0,0
27.002,0,0.0,0,0
27.052,0,0.0,0,0
27.102,0,0.0,0,0
27.152,0,0.0,0,0
27.203,0,0.0,0,0
27.253,0,0.0,0,0
27.303,0,0.0,0,0
27.353,0,0.0,0,0
27.403,0,0.0,0,0
27.453,0,0.0,0,0
27.503,0,0.0,0,0
27.553,0,0.0,0,0
27.603,0,0.0,0,0
27.653,0,0.0,0,0
27.703,0,0.0,0,0
27.753,0,0.0,0,0
27.803,0,0.0,0,0
27.853,0,0.0,0,0
27.903,0,0.0,0,0
27.953,0,0.0,0,0
28.004,0,0.0,0,0
28.054,0,0.0,0,0
28.104,0,0.0,0,0
28.154,0,0.0,0,0
28.204,0,0.0,0,0
28.254,0,0.0,0,0
28.304,0,0.0,0,0
28.354,0,0.0,0,0
28.404,0,0.0,0,0
28.454,0,0.0,0,0
28.504,0,0.0,0,0
28.554,0,0.0,0,0
28.605,0,0.0,0,0
28.655,0,0.0,0,0
28.705,0,0.0,0,0
28.755,0,0.0,0,0
28.805,0,0.0,0,0
28.855,0,0.0,0,0
